Date,Open,High,Low,Close,Adj Close,Volume
1973-02-21,0.000000,2.317073,2.256098,2.263720,1.187334,756040
1973-02-22,0.000000,2.339939,2.271341,2.286585,1.199327,180400
1973-02-23,0.000000,2.332317,2.294207,2.309451,1.211320,186960
1973-02-26,0.000000,2.347561,2.309451,2.339939,1.227310,280440
1973-02-27,0.000000,2.355183,2.248476,2.248476,1.179338,490360
1973-02-28,0.000000,2.309451,2.233232,2.294207,1.214855,303400
1973-03-01,0.000000,2.309451,2.263720,2.263720,1.198710,164000
1973-03-02,0.000000,2.324695,2.210366,2.324695,1.230999,359160
1973-03-05,0.000000,2.339939,2.317073,2.324695,1.230999,62320
1973-03-06,0.000000,2.362805,2.332317,2.347561,1.243107,190240
1973-03-07,0.000000,2.378049,2.339939,2.362805,1.251179,375560
1973-03-08,0.000000,2.431402,2.385671,2.393293,1.267323,552680
1973-03-09,0.000000,2.393293,2.362805,2.378049,1.259251,98400
1973-03-12,0.000000,2.378049,2.355183,2.370427,1.255215,65600
1973-03-13,0.000000,2.378049,2.355183,2.378049,1.259251,285360
1973-03-14,0.000000,2.408537,2.378049,2.385671,1.263288,126280
1973-03-15,0.000000,2.416159,2.393293,2.393293,1.267323,103320
1973-03-16,0.000000,2.385671,2.309451,2.317073,1.226963,352600
1973-03-19,0.000000,2.339939,2.271341,2.278963,1.206783,106600
1973-03-20,0.000000,2.301829,2.278963,2.278963,1.206783,91840
1973-03-21,0.000000,2.324695,2.256098,2.256098,1.194675,147600
1973-03-22,0.000000,2.225610,2.195122,2.202744,1.166423,226320
1973-03-23,0.000000,2.225610,2.195122,2.217988,1.174494,136120
1973-03-26,0.000000,2.240854,2.195122,2.225610,1.178530,195160
1973-03-27,0.000000,2.278963,2.248476,2.263720,1.198710,85280
1973-03-28,0.000000,2.294207,2.256098,2.271341,1.202746,93480
1973-03-29,0.000000,2.278963,2.240854,2.271341,1.202746,159080
1973-03-30,0.000000,2.286585,2.263720,2.263720,1.198710,59040
1973-04-02,0.000000,2.271341,2.233232,2.233232,1.182567,114800
1973-04-03,0.000000,2.263720,2.217988,2.225610,1.178530,164000
1973-04-04,0.000000,2.263720,2.233232,2.233232,1.182567,83640
1973-04-05,0.000000,2.248476,2.210366,2.210366,1.170458,136120
1973-04-06,0.000000,2.256098,2.202744,2.225610,1.178530,275520
1973-04-09,0.000000,2.256098,2.187500,2.256098,1.194675,147600
1973-04-10,0.000000,2.294207,2.256098,2.294207,1.214855,451000
1973-04-11,0.000000,2.332317,2.278963,2.301829,1.218890,252560
1973-04-12,0.000000,2.362805,2.324695,2.339939,1.239071,237800
1973-04-13,0.000000,2.370427,2.332317,2.347561,1.243107,241080
1973-04-16,0.000000,2.339939,2.324695,2.324695,1.230999,47560
1973-04-17,0.000000,2.347561,2.317073,2.347561,1.243107,124640
1973-04-18,0.000000,2.347561,2.324695,2.339939,1.239071,78720
1973-04-19,0.000000,2.370427,2.332317,2.370427,1.255215,282080
1973-04-23,0.000000,2.385671,2.355183,2.378049,1.259251,109880
1973-04-24,0.000000,2.385671,2.225610,2.248476,1.190639,378840
1973-04-25,0.000000,2.248476,2.164634,2.164634,1.146242,213200
1973-04-26,0.000000,2.248476,2.172256,2.248476,1.190639,264040
1973-04-27,0.000000,2.256098,2.187500,2.202744,1.166423,168920
1973-04-30,0.000000,2.225610,2.157012,2.225610,1.178530,160720
1973-05-01,0.000000,2.240854,2.179878,2.225610,1.178530,142680
