""	"X"	"ES"	"VAR"	"Date"	"P1"	"P2"	"P3"	"P4"	"P5"	"P6"	"Scale"	"Location"
"1"	0.00746273286314644	0.050624823257532	0.0423209791498137	1983-12-29	0	0	0	0	0	0	1	0
"2"	0.00371051772548938	0.0505297560543965	0.0422566892540892	1983-12-30	0	0	0	0	0	0	1	0
"3"	-0.011173250588636	0.0503723264003541	0.0421108067015613	1984-01-03	0	0	0	0	0	0	1	0
"4"	-0.00751884425160771	0.0500784482563217	0.0419054974882716	1984-01-04	0	0	0	0	0	0	1	0
"5"	0.0186920948402437	0.0496317491615847	0.0415732192118676	1984-01-05	0	0	0	0	0	0	1	0
"6"	-0.00743499056579404	0.0490896893447075	0.0410801646585903	1984-01-06	0	0	0	0	0	0	1	0
"7"	0.00743499056579403	0.0490446704942553	0.0410390606310289	1984-01-09	0	0	0	0	0	0	1	0
"8"	-0.00371051772548946	0.0490338586714738	0.0410360520125447	1984-01-10	0	0	0	0	0	0	1	0
"9"	-0.0037244728403046	0.0488032677392478	0.0408287511914652	1984-01-11	0	0	0	0	0	0	1	0
"10"	0	0.0486826388159404	0.0407188753226139	1984-01-12	0	0	0	0	0	0	1	0
"11"	-0.00749054708680548	0.0486282749254326	0.0406676503137555	1984-01-13	0	0	0	0	0	0	1	0
"12"	-0.00754721704390357	0.0486497289102282	0.0406876383514971	1984-01-16	0	0	0	0	0	0	1	0
"13"	0.00378065985625956	0.0484886024145559	0.0405430267693453	1984-01-17	0	0	0	0	0	0	1	0
"14"	-0.00757580582607753	0.0483752801800936	0.040436776989896	1984-01-18	0	0	0	0	0	0	1	0
"15"	-0.0387644624516132	0.0484209262742387	0.0404799443578851	1984-01-19	0	0	0	0	0	0	1	0
"16"	0.0272921129470541	0.0481074288073207	0.0402088424204377	1984-01-20	0	0	0	0	0	0	1	0
"17"	-0.0194180446625334	0.0480000719286774	0.0401255815497151	1984-01-23	0	0	0	0	0	0	1	0
"18"	-0.0118345477519494	0.0481091753740884	0.0402235956767437	1984-01-24	0	0	0	0	0	0	1	0
"19"	0.0118345477519493	0.048207639078878	0.040322796008564	1984-01-25	0	0	0	0	0	0	1	0
"20"	-0.00392935572840056	0.0481915177730562	0.0403134349342836	1984-01-26	0	0	0	0	0	0	1	0
"21"	-0.0118812741943735	0.0481877847950814	0.0403099136074779	1984-01-27	0	0	0	0	0	0	1	0
"22"	-0.00399210019505093	0.0481161823096012	0.0402456992061352	1984-01-30	0	0	0	0	0	0	1	0
"23"	0.00796818236587575	0.0479127535486796	0.0400625804960088	1984-01-31	0	0	0	0	0	0	1	0
"24"	0.0118345477519493	0.0477917412270514	0.0399770599696088	1984-02-01	0	0	0	0	0	0	1	0
"25"	-0.019802730117825	0.0475051459000417	0.0397581013377001	1984-02-02	0	0	0	0	0	0	1	0
"26"	-0.0325230941949499	0.0475936309778776	0.0398646297913438	1984-02-03	0	0	0	0	0	0	1	0
"27"	-0.0251059593885338	0.0479863208065593	0.0402203720419668	1984-02-06	0	0	0	0	0	0	1	0
"28"	-0.0127934494734421	0.0482482005224172	0.0404615981421194	1984-02-07	0	0	0	0	0	0	1	0
"29"	0.0170217152667214	0.0483487054323349	0.0405568316076701	1984-02-08	0	0	0	0	0	0	1	0
"30"	-0.0519596631280664	0.048297886253752	0.0404978149814711	1984-02-09	0	0	0	0	0	0	1	0
"31"	0	0.0491126424969426	0.0412145203108448	1984-02-10	0	0	0	0	0	0	1	0
"32"	0	0.0489817736623515	0.0410938408659381	1984-02-13	0	0	0	0	0	0	1	0
"33"	0.0132451671214826	0.0489608059044191	0.0410734929597846	1984-02-14	0	0	0	0	0	0	1	0
"34"	-0.00439553829767727	0.0489267055692587	0.041033562993014	1984-02-15	0	0	0	0	0	0	1	0
"35"	0.0131292321550668	0.0488587116982948	0.0409709836224551	1984-02-16	0	0	0	0	0	0	1	0
"36"	-0.0535841662426046	0.0487924633624871	0.0409012850106437	1984-02-17	0	0	0	0	0	0	1	0
"37"	-0.0469570553672325	0.0492542796780209	0.0413564087550737	1984-02-21	0	0	0	0	0	0	1	0
"38"	-0.00481920608663902	0.0498776079771309	0.0419039491135923	1984-02-22	0	0	0	0	0	0	1	0
"39"	-0.00484272012308171	0.0498820029747787	0.0419242399834258	1984-02-23	0	0	0	0	0	0	1	0
"40"	0.0926588101455619	0.0499059519523206	0.0419580433088199	1984-02-24	0	0	0	0	0	0	1	0
"41"	-0.00888896180409886	0.0514027880495298	0.0431687514195505	1984-02-27	0	0	0	0	0	0	1	0
"42"	-0.0271508667645097	0.0514597931299387	0.0432324682118228	1984-02-28	0	0	0	0	0	0	1	0
"43"	-0.0185190758684107	0.0517360367198092	0.0434866576072604	1984-02-29	0	0	0	0	0	0	1	0
"44"	0.0139212757837791	0.0518891151910792	0.0436294726929731	1984-03-01	0	0	0	0	0	0	1	0
"45"	0.00917439083539173	0.0516162713188807	0.0433740062189708	1984-03-02	0	0	0	0	0	0	1	0
"46"	0.0270287145129722	0.0513839039547755	0.043157678000711	1984-03-05	0	0	0	0	0	0	1	0
"47"	-0.0134231231280587	0.051247403665916	0.0430515128902009	1984-03-06	0	0	0	0	0	0	1	0
"48"	0.00449447859394201	0.0513369014653146	0.0431352261430422	1984-03-07	0	0	0	0	0	0	1	0
"49"	-0.0135441634989546	0.0512113046099055	0.0430168387715415	1984-03-08	0	0	0	0	0	0	1	0
"50"	0.0444516690119434	0.0510852205951642	0.0429043044716264	1984-03-09	0	0	0	0	0	0	1	0
